field_1,id,analitico_,analitic_1,analitic_2,analitic_3,analitic_4,analitic_5,analitic_6,analitic_7,analitic_8,analitic_9,analitic10,analitic11,analitic12,analitic13,analitic14,analitic15,analitic16,analitic17,analitic18,analitic19,analitic20,analitic21,analitic22,analitic23,analitic24,analitic25,analitic26,analitic27,analitic28,analitic29,analitic30,analitic31,analitic32,barnices,co3,color_hume,color_seco,concrecion,consistenc,consiste_1,consiste_2,consiste_3,estructura,estructu_1,estructu_2,formacione,humedad,id.1,limite_tip,limite_for,moteados,perfil_num,perfil_pro,perfil_cob,perfil_mat,perfil_mod,perfil_fec,perfil_veg,perfil_obs,perfil_cap,perfil_ubi,perfil_u_1,perfil_u_2,perfil_u_3,perfil_pai,perfil_p_1,perfil_p_2,perfil_hum,perfil_ero,perfil_e_1,perfil_ped,perfil_p_3,perfil_ser,perfil_s_1,perfil_s_2,perfil_gru,perfil_g_1,perfil_fas,perfil_f_1,perfil_sal,perfil_uso,perfil_rel,perfil_per,perfil_esc,perfil_pen,perfil_ane,perfil_dre,perfil_pos,ph,profundida,profundi_1,raices,textura,tipo
1231,624,2837,56.3,NA,26.5,8.4,9.2,7.2,702,NA,NA,2.9,11.3,31.1,0.46,0.07,22.4,54.5,13.2,1.2,0,0,0,0.5,NA,NA,1.3,NA,NA,NA,NA,19 - 34,NA,7,Clsk +++,,10YR 4/2,,Fe Mn+ Ca +,,firme,adhesivo,plástico,prismas,gruesos,moderado,,,1873,abrupto,suave,Mat.Org. (10YR 2/1),12/797 C,130,100,,false,1966-11-24,Pradera natural (Pelo de chancho),,,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,,acumulación,,grado 0,S/n del Complejo La Brava,,NA,NA,Natracuol típico,NA,muy anegadiza,clase 4,ganadero,cóncavo,muy lenta,estancado,0 - 1%,clase 1,,bajo,9,34,19,3,NA,B2
1232,624,2839,47.5,NA,35.6,8.2,9,7.4,776,NA,NA,4,10.2,19.8,0.33,0.047,29.9,69.9,8.7,1.6,0,0,0,0.6,NA,NA,0.7,NA,NA,NA,NA,46 - 90,NA,7,Clsk +++,,10YR 3/3,,Ca ++,,firme,adhesivo,plástico,prismas,gruesos,moderado,,,1875,,,"Fe Mn comunes, finos, débiles",12/797 C,130,100,,false,1966-11-24,Pradera natural (Pelo de chancho),,,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,,acumulación,,grado 0,S/n del Complejo La Brava,,NA,NA,Natracuol típico,NA,muy anegadiza,clase 4,ganadero,cóncavo,muy lenta,estancado,0 - 1%,clase 1,,bajo,8.4,90,46,1,NA,IIIB2
1233,625,2797,24.5,15.8,17.3,6,6.6,4.9,5176,11,3.1,1.5,0.2,18.2,0.18,0.035,15.6,49.5,30.4,1.9,0,0,0,0,NA,NA,NA,3.1,91,NA,NA,81 - 138,NA,5,Clsk medios,,10YR 4/4,,,ligeramente duro,,ligeramente adhesivo,ligeramente plástico,bloques subangulares,gruesos,,,,1881,gradual,suave,,12/789 C,NA,NA,,false,1966-11-17,Trigo,Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).,,"2,200 km. al E.S.E. de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,69,,,,uniforme,ligera,hídrica,,grado 0,Rojas,Ro,NA,NA,,NA,,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,,media loma alta,7,138,81,1,NA,B3
1234,625,2794,NA,NA,NA,NA,NA,NA,1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 - 12,NA,NA,,,10YR 2/2,,,,friable,adhesivo,plástico,bloques subangulares,finos,moderado,lombrices,,1877,abrupto,suave,,12/789 C,NA,NA,,false,1966-11-17,Trigo,Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).,,"2,200 km. al E.S.E. de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,69,,,,uniforme,ligera,hídrica,,grado 0,Rojas,Ro,NA,NA,,NA,,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,,media loma alta,6,14,0,3,NA,Ap
1235,625,2796,33.5,20.1,22.3,5.9,6.2,5.1,4510,14,4.5,1.4,0.2,36.8,0.58,0.073,12.3,42.5,19.6,1.1,0,0,0,0,NA,NA,NA,5.5,90,NA,NA,37 - 81,NA,8,Clsk +++ (10YR 3/3),,10YR 3/3,,,,firme,muy adhesivo,muy plástico,prismas,medios,fuerte,,,1880,claro,suave,,12/789 C,NA,NA,,false,1966-11-17,Trigo,Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).,,"2,200 km. al E.S.E. de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,69,,,,uniforme,ligera,hídrica,,grado 0,Rojas,Ro,NA,NA,,NA,,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,,media loma alta,6.5,81,37,1,NA,B2
1236,625,2794,29,17.2,19.6,5.1,5.4,4.9,4807,14.2,1.3,1.6,0.1,25.2,2.2,0.192,19.6,53.1,20.3,1.4,0,0,0,0,NA,NA,NA,8.2,88,NA,NA,12 - 24,NA,11,,,10YR 2/1,,,,friable,adhesivo,plástico,bloques subangulares,finos,moderado,lombrices,,1878,claro,suave,,12/789 C,NA,NA,,false,1966-11-17,Trigo,Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).,,"2,200 km. al E.S.E. de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,69,,,,uniforme,ligera,hídrica,,grado 0,Rojas,Ro,NA,NA,,NA,,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,,media loma alta,6.5,24,14,3,NA,A12
1237,625,2798,21.6,15.8,17,6.6,6.9,5.3,NA,10.1,3.7,1.8,0.2,12.5,0.12,0.025,17.2,57.7,27.3,2.5,0,0,0,0,NA,NA,NA,2.4,93,NA,NA,138 +,NA,5,,,10YR 4/4,,,,suelto,no ahesivo,ligeramente plástico,masiva,,,,,1882,,,"Fe + finos, precisos",12/789 C,NA,NA,,false,1966-11-17,Trigo,Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).,,"2,200 km. al E.S.E. de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,69,,,,uniforme,ligera,hídrica,,grado 0,Rojas,Ro,NA,NA,,NA,,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,,media loma alta,7.5,NA,138,,NA,C
1238,625,2795,28.3,15.8,17.4,5.7,6,5.1,3143,12.8,1.9,0.9,0.2,27.8,1.06,0.103,17,47.3,23.8,1.1,0,0,0,0,NA,NA,NA,5.4,91,NA,NA,24 - 37,NA,10,Clsk +,,10YR 3/2,,,,firme,adhesivo,plástico,bloques subangulares,medios,moderado,,,1879,abrupto,suave,,12/789 C,NA,NA,,false,1966-11-17,Trigo,Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).,,"2,200 km. al E.S.E. de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,69,,,,uniforme,ligera,hídrica,,grado 0,Rojas,Ro,NA,NA,,NA,,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,,media loma alta,6.5,37,24,2,NA,B1
1239,626,2812,27.2,16.9,18.5,6,6.3,5.2,3554,12.6,2.2,1.9,0.2,22.9,0.53,0.073,14,44.9,30.5,1.7,0,0,0,0,NA,NA,NA,5,91,NA,NA,34 - 71,NA,7,Clask +,,10YR 3/3,,,,friable,,,bloques subangulares,gruesos,moderado,,,1885,claro,suave,,12/792 C,NA,NA,,false,1966-11-18,Trigo,B3 más seco y duro que los otros horizontes.,,"9 km. al Oeste de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,63,,,,no uniforme,ligera,hídrica,,grado 0,Junín,Ju,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,7,71,34,2,NA,B2
1240,626,2813,26.2,15.8,17,6.3,6.7,5.3,4204,10.9,2.9,1.8,0.2,18.6,0.29,0.04,17,47.7,30.9,2.8,0,0,0,0,NA,NA,NA,4,93,NA,NA,71 - 134,NA,7,,,10YR 3/4,10YR 5/4,,duro,,,,bloques subangulares,medios,moderado,,,1886,gradual,suave,,12/792 C,NA,NA,,false,1966-11-18,Trigo,B3 más seco y duro que los otros horizontes.,,"9 km. al Oeste de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,63,,,,no uniforme,ligera,hídrica,,grado 0,Junín,Ju,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,7,134,71,1,NA,B3
1241,626,2811,27.2,17.4,19.5,5.7,5.9,5.3,2942,12.2,2.3,2.8,0.1,20.7,1.5,0.143,14.5,51.9,25.8,1.6,0,0,0,0,NA,NA,NA,6.1,89,NA,NA,17 - 34,NA,10,,,10YR 2/2,,,,muy friable,,,bloques subangulares,medios,moderado,"lombrices; larvas; hormigas",,1884,claro,suave,,12/792 C,NA,NA,,false,1966-11-18,Trigo,B3 más seco y duro que los otros horizontes.,,"9 km. al Oeste de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,63,,,,no uniforme,ligera,hídrica,,grado 0,Junín,Ju,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,7,34,17,3,NA,A12
1242,626,2810,27.1,17.4,19.8,5.1,5.3,5,1261,11.8,2.6,2.9,0.1,20.9,1.97,0.202,15.4,55.7,24.5,1.9,0,0,0,0,NA,NA,NA,7.5,88,NA,NA,0 - 17,NA,10,,,10YR 3/2,,,,friable,,,bloques subangulares,finos,moderado,"lombrices; larvas; hormigas",,1883,abrupto,suave,,12/792 C,NA,NA,,false,1966-11-18,Trigo,B3 más seco y duro que los otros horizontes.,,"9 km. al Oeste de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,63,,,,no uniforme,ligera,hídrica,,grado 0,Junín,Ju,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,7,17,0,3,NA,Ap
1243,626,2814,18.8,13.2,13.9,6.5,6.9,5.4,6879,8.7,2.4,1.9,0.2,7.5,0.17,0.027,12.5,57.7,31,3.8,0,0,0,0,NA,NA,NA,2.3,95,NA,NA,134 +,NA,6,,,10YR 4/4,10YR 6/4,,,suelto,,,masiva,,,,,1887,,,,12/792 C,NA,NA,,false,1966-11-18,Trigo,B3 más seco y duro que los otros horizontes.,,"9 km. al Oeste de Estación Rafael Obligado, partido de Rojas",R 360,3560-8-1,63,,,,no uniforme,ligera,hídrica,,grado 0,Junín,Ju,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,NA,NA,134,1,NA,C
1244,627,2817,29.2,17.6,18,7.5,8.3,6.5,2369,5.4,6.6,3.3,2.3,18.8,0.29,0.043,14.7,43.3,34.6,3.3,0,0,0,0,NA,NA,NA,2.5,98,NA,NA,33 - 62,NA,7,Clsk ++ (10YR 3/3),,10YR 3/4,,Ca ++,,friable,ligeramente adhesivo,no plástico,bloques subangulares,medios,moderado,Krotovinas,,1890,claro,suave,,12/793 C,NA,NA,,true,1966-11-18,,"El B3 y el C se presentan mojados al igual que gran parte del B2, lo que permite inferir la presencia de la napa freática muy cerca.
Ambos horizontes (B3 y C) presentan un carácter típicamente hidromórfico.
El límite entre el A12 y B2 es mas bien gr",,"6,800 km. al Oeste de Estación Rafael Obligado, partido de Rojas.",R 360,3560-8-1,64,Trigo,,,uniforme,ligera,hídrica,,grado 0,Las Nutrias,LN,NA,NA,Natracualf álbico,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,7.5,62,33,2,NA,B2t
1245,627,1818,26,NA,15.5,8.6,9.3,7.9,1834,NA,NA,3.5,4.2,13.4,0.13,0.026,15.4,50.4,31.5,4.7,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,62 - 126,NA,5,Clsk +,,10YR 4/4,,Ca ++,,muy friable,ligeramente adhesivo,no plástico,bloques subangulares,gruesos,moderado,,,1891,gradual,suave,"Fe+ medios, débiles",12/793 C,NA,NA,,true,1966-11-18,,"El B3 y el C se presentan mojados al igual que gran parte del B2, lo que permite inferir la presencia de la napa freática muy cerca.
Ambos horizontes (B3 y C) presentan un carácter típicamente hidromórfico.
El límite entre el A12 y B2 es mas bien gr",,"6,800 km. al Oeste de Estación Rafael Obligado, partido de Rojas.",R 360,3560-8-1,64,Trigo,,,uniforme,ligera,hídrica,,grado 0,Las Nutrias,LN,NA,NA,Natracualf álbico,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,8.4,126,62,1,NA,B3
1246,627,2816,23,10.8,12.3,5.5,5.9,5.1,4394,7.4,1.2,1.8,0.4,14,1.02,0.108,14,47.4,35.4,3.2,0,0,0,0,NA,NA,NA,439,88,NA,NA,18 - 33,NA,9,,,10YR 2.5/2,,,,friable,ligeramente adhesivo,no plástico,bloques subangulares,medios,moderado,lombrices,,1889,claro,suave,,12/793 C,NA,NA,,true,1966-11-18,,"El B3 y el C se presentan mojados al igual que gran parte del B2, lo que permite inferir la presencia de la napa freática muy cerca.
Ambos horizontes (B3 y C) presentan un carácter típicamente hidromórfico.
El límite entre el A12 y B2 es mas bien gr",,"6,800 km. al Oeste de Estación Rafael Obligado, partido de Rojas.",R 360,3560-8-1,64,Trigo,,,uniforme,ligera,hídrica,,grado 0,Las Nutrias,LN,NA,NA,Natracualf álbico,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,6,33,18,3,NA,A12
1247,627,1819,22,NA,13.7,8.7,9.3,8,2701,NA,NA,3.2,2.7,9.8,0.06,NA,15.5,52.3,33.2,4.7,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,126 +,NA,NA,,+++,10YR 4.5/3,,Ca ++,,muy friable,no ahesivo,no plástico,masiva,,,,,1892,,,"Fe+ finos, débiles",12/793 C,NA,NA,,true,1966-11-18,,"El B3 y el C se presentan mojados al igual que gran parte del B2, lo que permite inferir la presencia de la napa freática muy cerca.
Ambos horizontes (B3 y C) presentan un carácter típicamente hidromórfico.
El límite entre el A12 y B2 es mas bien gr",,"6,800 km. al Oeste de Estación Rafael Obligado, partido de Rojas.",R 360,3560-8-1,64,Trigo,,,uniforme,ligera,hídrica,,grado 0,Las Nutrias,LN,NA,NA,Natracualf álbico,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,8.4,NA,126,,NA,C
1248,627,2815,25.8,15.3,19.9,5.1,5.3,4.9,1872,10.6,2.3,2.2,0.2,17.1,2.05,0.21,17,46.9,32.9,3.1,0,0,0,0,NA,NA,NA,8.1,77,NA,NA,0 - 18,NA,10,,,10YR 3/2,,,,muy friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,finos,moderado,lombrices,,1888,abrupto,suave,,12/793 C,NA,NA,,true,1966-11-18,,"El B3 y el C se presentan mojados al igual que gran parte del B2, lo que permite inferir la presencia de la napa freática muy cerca.
Ambos horizontes (B3 y C) presentan un carácter típicamente hidromórfico.
El límite entre el A12 y B2 es mas bien gr",,"6,800 km. al Oeste de Estación Rafael Obligado, partido de Rojas.",R 360,3560-8-1,64,Trigo,,,uniforme,ligera,hídrica,,grado 0,Las Nutrias,LN,NA,NA,Natracualf álbico,NA,,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,6,18,0,3,NA,Ap
1249,628,2829,25.6,NA,20.9,8.3,9.3,7.5,1752,NA,NA,3.7,4.1,12.3,0.12,0.021,15.8,51.7,29.6,6.4,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,75 - 115 +,NA,6,,,5Y 4.5/2,,,,,,,laminar,gruesos,moderado,lamelas,,1897,,,,12/795 C,115,100,,false,1966-11-24,"Trébol blanco, ray grass, duraznillo.","El color gley del B3: 5Y 4.5/2. En húmedo el horizonte álbico 10YR 3/3. En seco el horizonte álbico 10YR 6/2.
Sobre el techo del B2, en algunos sectores, se observa un horizonte álbico poco deprimido con límite superior ondulado y que en ciertos sec",,"12,300 km. al S.S.W. de Estación Rafael Obligado, partido de Rojas",R 357,3560-8-1,106,,,,no uniforme,ligera,hídrica,,grado 0,Rancagua,Rn,NA,NA,Natracualf típico,NA,,clase 0,ganadero,cóncavo,lenta,lento,0 - 1%,clase 1,,pie de loma,NA,115,75,,NA,B3g
1250,628,2826,25.9,14.4,15.3,6.3,6.9,5.9,2956,9.4,1,2.2,1.8,16,1.18,0.13,18.1,53.9,28.4,1.7,0,0,0,0,NA,NA,NA,3.6,94,NA,NA,15 - 30,NA,9,,,10YR 3/2,10YR 6/1,Fe +,,firme,no ahesivo,no plástico,bloques subangulares,medios,moderado,,,1894,abrupto,suave,"Fe Mn+  finos, débiles",12/795 C,115,100,,false,1966-11-24,"Trébol blanco, ray grass, duraznillo.","El color gley del B3: 5Y 4.5/2. En húmedo el horizonte álbico 10YR 3/3. En seco el horizonte álbico 10YR 6/2.
Sobre el techo del B2, en algunos sectores, se observa un horizonte álbico poco deprimido con límite superior ondulado y que en ciertos sec",,"12,300 km. al S.S.W. de Estación Rafael Obligado, partido de Rojas",R 357,3560-8-1,106,,,,no uniforme,ligera,hídrica,,grado 0,Rancagua,Rn,NA,NA,Natracualf típico,NA,,clase 0,ganadero,cóncavo,lenta,lento,0 - 1%,clase 1,,pie de loma,7,30,15,3,NA,A2
1251,628,2825,31.6,15.4,18.8,5.6,6.3,5.4,2080,9,2.1,2.6,1.7,20.2,2.52,0.278,18.2,55.8,22.6,1.4,0,0,0,0,NA,NA,NA,6.9,82,NA,NA,0 - 15,NA,9,,,10YR 3/1,10YR 6.5/1,Fe +,,muy firme,no ahesivo,no plástico,bloques angulares,,,,,1893,claro,suave,"Fe Mn+  finos, débiles",12/795 C,115,100,,false,1966-11-24,"Trébol blanco, ray grass, duraznillo.","El color gley del B3: 5Y 4.5/2. En húmedo el horizonte álbico 10YR 3/3. En seco el horizonte álbico 10YR 6/2.
Sobre el techo del B2, en algunos sectores, se observa un horizonte álbico poco deprimido con límite superior ondulado y que en ciertos sec",,"12,300 km. al S.S.W. de Estación Rafael Obligado, partido de Rojas",R 357,3560-8-1,106,,,,no uniforme,ligera,hídrica,,grado 0,Rancagua,Rn,NA,NA,Natracualf típico,NA,,clase 0,ganadero,cóncavo,lenta,lento,0 - 1%,clase 1,,pie de loma,6.5,15,0,3,NA,A1
1252,628,2827,47,28,28.4,7.4,8.4,6.4,1168,10.4,8,4.4,5.2,23.6,0.37,0.055,24.8,56.5,18.2,1.7,0,0,0,0,NA,NA,NA,4.5,99,NA,NA,30 - 65,NA,7,Clsk +++,,10YR 3/3,10YR 5/2,Fe Mn+++ finos,,firme,adhesivo,plástico,prismas,gruesos,fuerte,,,1895,gradual,suave,"Fe+  finos, débiles",12/795 C,115,100,,false,1966-11-24,"Trébol blanco, ray grass, duraznillo.","El color gley del B3: 5Y 4.5/2. En húmedo el horizonte álbico 10YR 3/3. En seco el horizonte álbico 10YR 6/2.
Sobre el techo del B2, en algunos sectores, se observa un horizonte álbico poco deprimido con límite superior ondulado y que en ciertos sec",,"12,300 km. al S.S.W. de Estación Rafael Obligado, partido de Rojas",R 357,3560-8-1,106,,,,no uniforme,ligera,hídrica,,grado 0,Rancagua,Rn,NA,NA,Natracualf típico,NA,,clase 0,ganadero,cóncavo,lenta,lento,0 - 1%,clase 1,,pie de loma,7.5,65,30,2,NA,B21t
1253,628,2828,53.1,NA,34.1,8.2,9.1,7.4,785,NA,NA,5.2,8.1,30.3,0.31,0.042,20,43.3,23.2,3.2,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,65 - 75,NA,7,Clsk +,Ca +,10YR 4/3,10YR 7/2,Ca ++,,firme,no ahesivo,no plástico,laminar,,,cementación,,1896,gradual,suave,"Fe Mn+++ gruesos, precisos (10YR 2/1)",12/795 C,115,100,,false,1966-11-24,"Trébol blanco, ray grass, duraznillo.","El color gley del B3: 5Y 4.5/2. En húmedo el horizonte álbico 10YR 3/3. En seco el horizonte álbico 10YR 6/2.
Sobre el techo del B2, en algunos sectores, se observa un horizonte álbico poco deprimido con límite superior ondulado y que en ciertos sec",,"12,300 km. al S.S.W. de Estación Rafael Obligado, partido de Rojas",R 357,3560-8-1,106,,,,no uniforme,ligera,hídrica,,grado 0,Rancagua,Rn,NA,NA,Natracualf típico,NA,,clase 0,ganadero,cóncavo,lenta,lento,0 - 1%,clase 1,,pie de loma,8,75,65,,NA,B22t
1254,629,2835,23.9,NA,16.5,9.2,9.6,7.9,1368,NA,NA,3.6,7.4,9.2,0.1,NA,17.8,66,21.8,3,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,110 - 140,NA,NA,,,10YR 4/4,,Ca++,,muy firme,no ahesivo,no plástico,masiva,,,,,1903,,,,12/796 C,NA,100,,false,1966-11-24,"Pradera, pelo de chancho, ray grass, altamiza, flechilla.","Las concreciones son grandes, alargadas de hasta 10 cm., son ramificadas.
En el horizonte A12 se nota una disminución de la materia orgánica en su base. En forma irregular sobre el techo del B21 y con un espesor de aprox. 4 cm.
El A12 tiene color mas c",,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,ligera,hídrica,,grado 0,S/n del Complejo La Brava,,NA,NA,,NA,,,ganadero,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,8.4,140,110,,NA,C
1255,629,2834,26.5,NA,18,8.9,9.8,8.3,924,NA,NA,3.4,8.4,7.9,0.11,NA,15,56.1,30,5.6,0,0,0,1.5,NA,NA,1,NA,NA,NA,NA,75 - 110,NA,NA,Clsk medios,,7.5YR 5/4,10YR 7/2,Ca++,,muy firme,no ahesivo,no plástico,bloques subangulares,medios,débil,incipiente cementación,,1902,,,"Fe Mn+  finos, precisos",12/796 C,NA,100,,false,1966-11-24,"Pradera, pelo de chancho, ray grass, altamiza, flechilla.","Las concreciones son grandes, alargadas de hasta 10 cm., son ramificadas.
En el horizonte A12 se nota una disminución de la materia orgánica en su base. En forma irregular sobre el techo del B21 y con un espesor de aprox. 4 cm.
El A12 tiene color mas c",,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,ligera,hídrica,,grado 0,S/n del Complejo La Brava,,NA,NA,,NA,,,ganadero,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,9,110,75,,NA,B3
1256,629,2831,25.3,16.3,19.1,5.8,6.3,5.5,3364,9.6,3.3,2.7,0.7,18,1.98,0.209,12.5,48.6,31,2.4,0,0,0,0,NA,NA,NA,6.4,85,NA,NA,16 - 35,NA,9,,,10YR 3/1,10YR 4/2,,,muy friable,no ahesivo,no plástico,bloques subangulares,medios,moderado,,,1899,,,,12/796 C,NA,100,,false,1966-11-24,"Pradera, pelo de chancho, ray grass, altamiza, flechilla.","Las concreciones son grandes, alargadas de hasta 10 cm., son ramificadas.
En el horizonte A12 se nota una disminución de la materia orgánica en su base. En forma irregular sobre el techo del B21 y con un espesor de aprox. 4 cm.
El A12 tiene color mas c",,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,ligera,hídrica,,grado 0,S/n del Complejo La Brava,,NA,NA,,NA,,,ganadero,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,7.5,35,16,3,NA,A12
1257,629,2833,35,NA,24.4,8.9,9.8,8.2,658,NA,NA,4.5,11.6,8,0.2,0.028,21.1,63.1,25.8,3.1,0,0,0,5,NA,NA,1.3,NA,NA,NA,NA,50 - 75,NA,7,Clsk ++,,7.5YR 5/4,7.5YR 7/2,Ca+++ Fe+++,,muy firme,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,fuerte,incipiente cementación,,1901,,,"Fe Mn++ medios, precisos (10YR 3/2)",12/796 C,NA,100,,false,1966-11-24,"Pradera, pelo de chancho, ray grass, altamiza, flechilla.","Las concreciones son grandes, alargadas de hasta 10 cm., son ramificadas.
En el horizonte A12 se nota una disminución de la materia orgánica en su base. En forma irregular sobre el techo del B21 y con un espesor de aprox. 4 cm.
El A12 tiene color mas c",,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,ligera,hídrica,,grado 0,S/n del Complejo La Brava,,NA,NA,,NA,,,ganadero,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,8.8,75,50,1,NA,B22ca
1258,629,2830,25.8,14.4,18.2,4.9,5.5,4.7,1922,9.1,2,2.9,0.4,17,2.46,0.283,12.9,54.5,26.3,2.2,0,0,0,0,NA,NA,NA,9.8,79,NA,NA,0 - 16,NA,9,,,10YR 3/2,10YR 5/1,,,muy friable,no ahesivo,no plástico,bloques subangulares,medios,moderado,,,1898,,,,12/796 C,NA,100,,false,1966-11-24,"Pradera, pelo de chancho, ray grass, altamiza, flechilla.","Las concreciones son grandes, alargadas de hasta 10 cm., son ramificadas.
En el horizonte A12 se nota una disminución de la materia orgánica en su base. En forma irregular sobre el techo del B21 y con un espesor de aprox. 4 cm.
El A12 tiene color mas c",,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,ligera,hídrica,,grado 0,S/n del Complejo La Brava,,NA,NA,,NA,,,ganadero,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,7,16,0,3,NA,A11
1259,629,2832,47.9,25.7,24.7,8.6,9.4,7.8,665,5.1,5.2,4.4,11,20.2,0.42,0.054,19.5,50.2,27.1,2.5,0,0,0,0.01,NA,NA,1.2,2.6,NA,NA,NA,35 - 50,NA,8,Clsk +++,,10YR 4/4,7.5YR 6.5/2,,,firme,adhesivo,plástico,prismas,medios,moderado,,,1900,,,"Mat.Org.++ gruesos, precisos",12/796 C,NA,100,,false,1966-11-24,"Pradera, pelo de chancho, ray grass, altamiza, flechilla.","Las concreciones son grandes, alargadas de hasta 10 cm., son ramificadas.
En el horizonte A12 se nota una disminución de la materia orgánica en su base. En forma irregular sobre el techo del B21 y con un espesor de aprox. 4 cm.
El A12 tiene color mas c",,"12,300 km. al Sur de Estación Rafael Obligado, partido de Rojas",R 356,3560-8-1,100,,,,uniforme,ligera,hídrica,,grado 0,S/n del Complejo La Brava,,NA,NA,,NA,,,ganadero,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,8.8,50,35,2,NA,B21
1260,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,10YR 3/2,,,,friable,no ahesivo,no plástico,bloques subangulares,finos,débil,,,1917,claro,suave,,4/288 C,190,100,,false,1966-11-01,"Vegetacion Natural. Cardo acantoide, Nabo, Raygrass, Trebol blanco, carretilla, gramilla, cebadilla, diente de leon.","Este perfil es notable por la presencia del A y del B. El A2/A3 va variando, se va haciendo grueso hacia el contacto con el B2. La base del horizonte A2/A3 y la cabeza del B21 expuesta al sol toma color blanco (despintado) por lixiviacion. A los 190 cm y",,Estancia Las 4 María,RH-348,3560-16-1,6,,,,,nula,,,grado 0,,,NA,NA,Brunizem,NA,,clase 0,natural,normal,moderadamente lenta,lento,0 - 1%,clase 5,,,6.5,20,0,,NA,A11
